FECHA,HORA ,Severidad,TIPO_SINIESTRO,TOTAL DE FALLECIDOS,TOTAL DE HERIDOS
8/10/2022,19:00:00,GRAVE,CHOQUE FRONTAL,0,5
8/10/2022,18:25:00,FATAL,CHOQUE FRONTAL,2,4
8/10/2022,21:00:00,GRAVE,ESTRELLAMIENTO,0,2
9/10/2022,13:15:00,GRAVE,PERDIDA DE CARRIL,0,1
9/10/2022,15:32:00,GRAVE,VOLCAMIENTO,0,4
10/10/2022,01:40:00,FATAL,PERDIDA DE CARRIL,1,0
10/10/2022,15:03:00,LEVE,CHOQUE POR ALC,0,0
11/10/2022,13:48:00,GRAVE,CHOQUE POR ALC,0,1
12/10/2022,17:30:00,GRAVE,CHOQUE LATERAL,0,1
13/10/2022,11:10:00,LEVE,PERDIDA DE CARRIL,0,0
13/10/2022,16:50:00,GRAVE,CHOQUE LATERAL,0,1
14/10/2022,08:30:00,LEVE,ROZAMIENTO,0,0
15/10/2022,08:30:00,GRAVE,CHOQUE FRONTAL,0,3
15/10/2022,00:40:00,GRAVE,PERDIDA DE CARRIL,0,1
15/10/2022,13:15:00,GRAVE,ESTRELLAMIENTO,0,1
15/10/2022,20:15:00,FATAL,CHOQUE LATERAL,1,0
15/10/2022,20:45:00,LEVE,CHOQUE LATERAL,0,0
16/10/2022,17:10:00,GRAVE,ROZAMIENTO,0,2
16/10/2022,14:00:00,GRAVE,CHOQUE LATERAL,0,1
16/10/2022,20:45:00,GRAVE,CHOQUE LATERAL,0,2
16/10/2022,14:30:00,GRAVE,PERDIDA DE CARRIL,0,1
17/10/2022,09:00:00,LEVE,CHOQUE FRONTAL,0,0
17/10/2022,13:15:00,GRAVE,ATROPELLO,0,1
17/10/2022,12:00:00,GRAVE,CHOQUE FRONTAL,0,4
17/10/2022,21:00:00,GRAVE,PERDIDA DE CARRIL,0,3
18/10/2022,19:53:00,GRAVE,CHOQUE POR ALC,0,1
19/10/2022,17:30:00,LEVE,CHOQUE LATERAL,0,0
20/10/2022,00:30:00,LEVE,ATROPELLO,0,0
21/10/2022,09:15:00,GRAVE,CHOQUE LATERAL,0,1
21/10/2022,15:01:00,FATAL,CHOQUE FRONTAL,1,3
22/10/2022,21:15:00,GRAVE,CHOQUE FRONTAL,0,1
23/10/2022,03:40:00,GRAVE,PERDIDA DE CARRIL,0,1
26/10/2022,13:20:00,LEVE,CHOQUE LATERAL,0,0
26/10/2022,16:00:00,GRAVE,PERDIDA DE CARRIL,0,1
27/10/2022,08:00:00,LEVE,PERDIDA DE CARRIL,0,0
28/10/2022,10:15:00,GRAVE,PERDIDA DE CARRIL,0,2
29/10/2022,20:10:00,LEVE,PERDIDA DE CARRIL,0,0
30/10/2022,19:00:00,GRAVE,CAÍDA DE PASAJERO,0,2
31/10/2022,13:15:00,GRAVE,ROZAMIENTO,0,2
31/10/2022,23:01:00,LEVE,CHOQUE LATERAL,0,0
1/11/2022,17:30:00,GRAVE,CHOQUE LATERAL,0,2
1/11/2022,22:10:00,GRAVE,PERDIDA DE CARRIL,0,2
3/11/2022,04:52:00,LEVE,PERDIDA DE CARRIL,0,0
4/11/2022,02:40:00,GRAVE,PERDIDA DE CARRIL,0,2
4/11/2022,11:00:00,GRAVE,PERDIDA DE CARRIL,0,2
4/11/2022,21:40:00,LEVE,CHOQUE POR ALC,0,0
5/11/2022,04:00:00,FATAL,PERDIDA DE CARRIL,1,1
5/11/2022,19:59:00,GRAVE,ATROPELLO,0,1
6/11/2022,09:00:00,LEVE,PERDIDA DE CARRIL,0,0
6/11/2022,13:28:00,LEVE,CHOQUE POR ALC,0,0
7/11/2022,18:06:00,LEVE,ROZAMIENTO,0,0
9/11/2022,21:30:00,LEVE,ROZAMIENTO,0,0
9/11/2022,17:30:00,GRAVE,ROZAMIENTO,0,1
10/11/2022,08:00:00,GRAVE,ATROPELLO,0,1
10/11/2022,20:50:00,LEVE,CHOQUE FRONTAL,0,0
11/11/2022,17:00:00,FATAL,PERDIDA DE CARRIL,1,1
11/11/2022,18:10:00,GRAVE,COLISIÓN,0,1
12/11/2022,06:28:00,FATAL,ESTRELLAMIENTO,1,0
12/11/2022,23:00:00,GRAVE,ROZAMIENTO,0,4
12/11/2022,20:45:00,GRAVE,CHOQUE LATERAL,0,3
12/11/2022,20:20:00,GRAVE,ESTRELLAMIENTO,0,1
12/11/2022,19:40:00,GRAVE,PERDIDA DE CARRIL,0,1
12/11/2022,21:40:00,LEVE,PERDIDA DE CARRIL,0,0
13/11/2022,12:14:00,GRAVE,CAÍDA DE PASAJERO,0,1
13/11/2022,16:45:00,GRAVE,ATROPELLO,0,1
13/11/2022,23:00:00,GRAVE,ESTRELLAMIENTO,0,1
14/11/2022,04:59:00,GRAVE,PERDIDA DE CARRIL,0,1
14/11/2022,10:00:00,GRAVE,CHOQUE LATERAL,0,2
14/11/2022,12:15:00,GRAVE,CHOQUE POR ALC,0,6
15/11/2022,10:50:00,GRAVE,PERDIDA DE CARRIL,0,1
15/11/2022,14:18:00,GRAVE,CHOQUE LATERAL,0,1
16/11/2022,12:17:00,GRAVE,CHOQUE LATERAL,0,1
16/11/2022,07:00:00,GRAVE,VOLCAMIENTO,0,2
18/11/2022,10:18:00,GRAVE,VOLCAMIENTO,0,1
18/11/2022,20:56:00,GRAVE,CHOQUE LATERAL,0,3
18/11/2022,14:10:00,GRAVE,ESTRELLAMIENTO,0,1
19/11/2022,05:20:00,LEVE,ESTRELLAMIENTO,0,0
19/11/2022,03:30:00,LEVE,PERDIDA DE CARRIL,0,0
22/11/2022,22:22:00,GRAVE,CHOQUE LATERAL,0,1
23/11/2022,22:00:00,GRAVE,CHOQUE FRONTAL,0,1
24/11/2022,06:39:00,GRAVE,CHOQUE POR ALC,0,1
24/11/2022,10:50:00,GRAVE,CHOQUE POR ALC,0,2
24/11/2022,21:00:00,LEVE,PERDIDA DE CARRIL,0,0
24/11/2022,17:25:00,GRAVE,CHOQUE POR ALC,0,1
26/11/2022,19:35:00,GRAVE,ROZAMIENTO,0,1
28/11/2022,06:10:00,GRAVE,PERDIDA DE CARRIL,0,1
28/11/2022,07:45:00,GRAVE,ESTRELLAMIENTO,0,1
29/11/2022,01:40:00,FATAL,CHOQUE FRONTAL,1,0
30/11/2022,04:00:00,LEVE,PERDIDA DE CARRIL,0,0
1/12/2022,17:00:00,GRAVE,CHOQUE LATERAL,0,2
1/12/2022,18:30:00,GRAVE,VOLCAMIENTO,0,1
3/12/2022,18:10:00,GRAVE,CHOQUE LATERAL,0,2
3/12/2022,19:48:00,GRAVE,CHOQUE LATERAL,0,3
4/12/2022,17:00:00,LEVE,CHOQUE FRONTAL,0,0
6/12/2022,18:50:00,GRAVE,CHOQUE POR ALC,0,1
7/12/2022,08:40:00,GRAVE,CHOQUE POR ALC,0,3
8/12/2022,17:00:00,LEVE,COLISIÓN,0,0
9/12/2022,03:00:00,GRAVE,PERDIDA DE CARRIL,0,1
9/12/2022,15:00:00,LEVE,CHOQUE POR ALC,0,0
10/12/2022,16:41:00,GRAVE,CAÍDA DE PASAJERO,0,1
11/12/2022,03:10:00,GRAVE,PERDIDA DE CARRIL,0,1
11/12/2022,10:48:00,LEVE,CHOQUE LATERAL,0,0
11/12/2022,21:20:00,GRAVE,PERDIDA DE CARRIL,0,2
15/12/2022,06:58:00,GRAVE,CHOQUE LATERAL,0,2
15/12/2022,16:02:00,GRAVE,ATROPELLO,0,1
16/12/2022,23:05:00,FATAL,CHOQUE FRONTAL,1,1
17/12/2022,22:00:00,FATAL,VOLCAMIENTO,1,0
18/12/2022,01:00:00,LEVE,CHOQUE POR ALC,0,0
18/12/2022,17:28:00,GRAVE,ATROPELLO,0,1
18/12/2022,16:40:00,GRAVE,CHOQUE POR ALC,0,2
18/12/2022,18:40:00,GRAVE,PERDIDA DE CARRIL,0,2
19/12/2022,05:10:00,GRAVE,CHOQUE FRONTAL,0,3
21/12/2022,18:50:00,LEVE,CHOQUE POR ALC,0,0
22/12/2022,17:30:00,GRAVE,CHOQUE LATERAL,0,1
23/12/2022,03:05:00,GRAVE,ATROPELLO,0,1
24/12/2022,04:30:00,LEVE,PERDIDA DE CARRIL,0,0
24/12/2022,01:40:00,LEVE,ATROPELLO,0,0
24/12/2022,20:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
24/12/2022,21:10:00,GRAVE,CHOQUE FRONTAL,0,1
25/12/2022,00:12:00,GRAVE,CHOQUE FRONTAL,0,3
25/12/2022,20:30:00,GRAVE,ROZAMIENTO,0,3
25/12/2022,17:20:00,GRAVE,ESTRELLAMIENTO,0,2
26/12/2022,04:55:00,GRAVE,CHOQUE FRONTAL,0,2
26/12/2022,19:25:00,GRAVE,CHOQUE LATERAL,0,1
26/12/2022,19:00:00,GRAVE,CHOQUE FRONTAL,0,2
28/12/2022,13:00:00,GRAVE,ATROPELLO,0,1
29/12/2022,03:55:00,LEVE,PERDIDA DE CARRIL,0,0
30/12/2022,20:23:00,GRAVE,CHOQUE LATERAL,0,1
30/12/2022,15:27:00,GRAVE,ESTRELLAMIENTO,0,1
30/12/2022,13:50:00,FATAL,CHOQUE LATERAL,1,0
1/1/2023,08:00:00,GRAVE,CHOQUE FRONTAL,0,5
1/1/2023,14:00:00,LEVE,CHOQUE FRONTAL,0,0
1/1/2023,13:30:00,LEVE,CHOQUE POR ALC,0,0
1/1/2023,21:00:00,GRAVE,ROZAMIENTO,0,2
1/1/2023,20:35:00,GRAVE,ATROPELLO,0,1
2/1/2023,04:40:00,FATAL,PERDIDA DE CARRIL,1,0
2/1/2023,03:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
2/1/2023,03:00:00,GRAVE,ESTRELLAMIENTO,0,2
2/1/2023,22:05:00,GRAVE,PERDIDA DE CARRIL,0,1
7/1/2023,09:20:00,GRAVE,CAÍDA DE PASAJERO,0,1
7/1/2023,21:12:00,GRAVE,PERDIDA DE CARRIL,0,1
8/1/2023,19:50:00,GRAVE,ROZAMIENTO,0,1
8/1/2023,18:00:00,LEVE,COLISIÓN,0,0
8/1/2023,17:00:00,GRAVE,CHOQUE LATERAL,0,1
10/1/2023,05:50:00,GRAVE,ESTRELLAMIENTO,0,9
11/1/2023,16:31:00,LEVE,ESTRELLAMIENTO,0,0
11/1/2023,19:28:00,GRAVE,ROZAMIENTO,0,1
11/1/2023,19:25:00,GRAVE,VOLCAMIENTO,0,2
13/1/2023,19:51:00,GRAVE,VOLCAMIENTO,0,2
14/1/2023,20:40:00,FATAL,ATROPELLO,1,1
14/1/2023,17:30:00,GRAVE,PERDIDA DE CARRIL,0,1
15/1/2023,18:50:00,GRAVE,ATROPELLO,0,2
15/1/2023,18:15:00,GRAVE,CHOQUE POR ALC,0,1
15/1/2023,14:30:00,GRAVE,ATROPELLO,0,1
16/1/2023,15:30:00,GRAVE,CHOQUE LATERAL,0,2
16/1/2023,19:48:00,GRAVE,ESTRELLAMIENTO,0,1
16/1/2023,18:30:00,GRAVE,CAÍDA DE PASAJERO,0,1
18/1/2023,17:33:00,GRAVE,CHOQUE POR ALC,0,3
19/1/2023,12:05:00,LEVE,ESTRELLAMIENTO,0,0
20/1/2023,17:16:00,LEVE,CHOQUE LATERAL,0,0
21/1/2023,20:30:00,GRAVE,PERDIDA DE CARRIL,0,1
21/1/2023,23:45:00,GRAVE,CHOQUE LATERAL,0,3
22/1/2023,02:18:00,FATAL,PERDIDA DE CARRIL,1,0
22/1/2023,00:56:00,GRAVE,ESTRELLAMIENTO,0,2
24/1/2023,04:55:00,LEVE,PERDIDA DE CARRIL,0,0
27/1/2023,15:10:00,FATAL,CHOQUE FRONTAL,1,0
29/1/2023,02:10:00,GRAVE,PERDIDA DE CARRIL,0,2
29/1/2023,11:45:00,GRAVE,CHOQUE LATERAL,0,1
29/1/2023,18:24:00,GRAVE,CHOQUE POR ALC,0,7
30/1/2023,18:10:00,GRAVE,CHOQUE LATERAL,0,2
31/1/2023,11:50:00,GRAVE,PERDIDA DE CARRIL,0,2
1/2/2023,14:35:00,LEVE,CHOQUE LATERAL,0,0
1/2/2023,18:10:00,GRAVE,PERDIDA DE CARRIL,0,1
2/2/2023,17:45:00,FATAL,ROZAMIENTO,4,3
3/2/2023,06:00:00,GRAVE,CHOQUE POR ALC,0,2
3/2/2023,19:30:00,GRAVE,CHOQUE LATERAL,0,1
4/2/2023,19:15:00,GRAVE,PERDIDA DE CARRIL,0,2
5/2/2023,23:50:00,GRAVE,ATROPELLO,0,1
6/2/2023,06:20:00,GRAVE,CHOQUE FRONTAL,0,1
6/2/2023,18:57:00,FATAL,CHOQUE FRONTAL,1,1
7/2/2023,08:30:00,GRAVE,ATROPELLO,0,1
7/2/2023,23:20:00,LEVE,ROZAMIENTO,0,0
7/2/2023,22:20:00,GRAVE,CAÍDA DE PASAJERO,0,1
8/2/2023,19:10:00,GRAVE,CHOQUE LATERAL,0,3
10/2/2023,19:14:00,GRAVE,ATROPELLO,0,1
10/2/2023,19:41:00,LEVE,CHOQUE POR ALC,0,0
10/2/2023,12:00:00,LEVE,CHOQUE LATERAL,0,0
11/2/2023,18:59:00,GRAVE,ESTRELLAMIENTO,0,1
11/2/2023,23:45:00,LEVE,PERDIDA DE CARRIL,0,0
11/2/2023,16:49:00,GRAVE,ESTRELLAMIENTO,0,1
12/2/2023,01:35:00,GRAVE,ESTRELLAMIENTO,0,2
12/2/2023,04:41:00,LEVE,PERDIDA DE CARRIL,0,0
12/2/2023,18:40:00,GRAVE,PERDIDA DE CARRIL,0,3
12/2/2023,19:27:00,FATAL,CHOQUE LATERAL,1,2
13/2/2023,20:10:00,GRAVE,PERDIDA DE CARRIL,0,1
15/2/2023,03:45:00,LEVE,ESTRELLAMIENTO,0,0
16/2/2023,10:00:00,GRAVE,PERDIDA DE CARRIL,0,1
16/2/2023,17:20:00,GRAVE,PERDIDA DE CARRIL,0,1
16/2/2023,11:10:00,GRAVE,VOLCAMIENTO,0,2
17/2/2023,08:20:00,GRAVE,CHOQUE FRONTAL,0,1
17/2/2023,16:00:00,GRAVE,CHOQUE FRONTAL,0,4
17/2/2023,23:46:00,GRAVE,PERDIDA DE CARRIL,0,1
18/2/2023,05:10:00,LEVE,PERDIDA DE CARRIL,0,0
18/2/2023,18:00:00,GRAVE,CHOQUE LATERAL,0,2
18/2/2023,17:40:00,LEVE,ESTRELLAMIENTO,0,0
19/2/2023,10:05:00,GRAVE,CHOQUE LATERAL,0,4
19/2/2023,18:00:00,GRAVE,PERDIDA DE CARRIL,0,9
19/2/2023,19:50:00,GRAVE,ROZAMIENTO,0,2
19/2/2023,20:05:00,GRAVE,CHOQUE LATERAL,0,1
20/2/2023,17:40:00,FATAL,PERDIDA DE CARRIL,1,0
21/2/2023,03:39:00,LEVE,ESTRELLAMIENTO,0,0
21/2/2023,17:00:00,FATAL,CHOQUE FRONTAL,1,1
22/2/2023,07:00:00,GRAVE,CHOQUE LATERAL,0,2
22/2/2023,17:30:00,GRAVE,ATROPELLO,0,1
22/2/2023,20:03:00,LEVE,CHOQUE LATERAL,0,0
23/2/2023,22:45:00,GRAVE,PERDIDA DE CARRIL,0,1
24/2/2023,19:19:00,GRAVE,ROZAMIENTO,0,1
26/2/2023,12:20:00,GRAVE,CHOQUE POR ALC,0,2
26/2/2023,23:20:00,GRAVE,CHOQUE FRONTAL,0,1
28/2/2023,21:10:00,GRAVE,CHOQUE FRONTAL,0,1
1/3/2023,06:10:00,GRAVE,PERDIDA DE CARRIL,0,0
4/3/2023,19:45:00,GRAVE,CHOQUE LATERAL,0,1
5/3/2023,00:10:00,GRAVE,ATROPELLO,0,1
5/3/2023,02:30:00,GRAVE,PERDIDA DE CARRIL,0,0
7/3/2023,13:30:00,GRAVE,CHOQUE POR ALC,0,1
8/3/2023,07:16:00,LEVE,CHOQUE LATERAL,0,0
8/3/2023,13:40:00,GRAVE,CHOQUE POR ALC,0,1
10/3/2023,19:30:00,FATAL,CHOQUE FRONTAL,1,0
11/3/2023,19:30:00,GRAVE,ESTRELLAMIENTO,0,2
12/3/2023,16:05:00,FATAL,CHOQUE FRONTAL,1,0
13/3/2023,17:05:00,GRAVE,ROZAMIENTO,0,1
13/3/2023,08:30:00,GRAVE,CHOQUE POR ALC,0,1
14/3/2023,20:05:00,FATAL,CHOQUE FRONTAL,1,0
15/3/2023,06:55:00,GRAVE,VOLCAMIENTO,0,1
15/3/2023,19:40:00,LEVE,ESTRELLAMIENTO,0,0
16/3/2023,13:40:00,GRAVE,CHOQUE LATERAL,0,1
16/3/2023,21:00:00,GRAVE,ATROPELLO,0,1
19/3/2023,21:00:00,GRAVE,ATROPELLO,0,1
19/3/2023,17:40:00,LEVE,COLISIÓN,0,0
19/3/2023,13:40:00,GRAVE,ROZAMIENTO,0,1
20/3/2023,07:40:00,LEVE,CHOQUE LATERAL,0,0
20/3/2023,19:15:00,GRAVE,CHOQUE LATERAL,0,1
21/3/2023,12:45:00,LEVE,CHOQUE LATERAL,0,0
21/3/2023,15:30:00,GRAVE,PERDIDA DE CARRIL,0,2
25/3/2023,02:25:00,LEVE,PERDIDA DE CARRIL,0,0
26/3/2023,15:27:00,GRAVE,CHOQUE FRONTAL,0,2
27/3/2023,11:18:00,GRAVE,CAÍDA DE PASAJERO,0,1
28/3/2023,13:30:00,GRAVE,CHOQUE POR ALC,0,1
28/3/2023,20:10:00,LEVE,CHOQUE LATERAL,0,0
29/3/2023,06:57:00,GRAVE,CHOQUE LATERAL,0,1
29/3/2023,20:30:00,LEVE,ROZAMIENTO,0,0
31/3/2023,14:00:00,LEVE,CHOQUE POR ALC,0,0
1/4/2023,23:25:00,LEVE,ESTRELLAMIENTO,0,0
2/4/2023,06:27:00,GRAVE,PERDIDA DE CARRIL,0,1
3/4/2023,16:27:00,GRAVE,CHOQUE LATERAL,0,2
5/4/2023,11:56:00,GRAVE,CHOQUE LATERAL,0,1
6/4/2023,11:55:00,GRAVE,ATROPELLO,0,1
6/4/2023,15:49:00,GRAVE,ROZAMIENTO,0,1
8/4/2023,13:30:00,GRAVE,CHOQUE FRONTAL,0,1
8/4/2023,13:30:00,LEVE,CHOQUE LATERAL,0,0
8/4/2023,18:13:00,LEVE,ESTRELLAMIENTO,0,0
8/4/2023,23:16:00,GRAVE,ROZAMIENTO,0,1
9/4/2023,21:40:00,LEVE,ROZAMIENTO,0,0
9/4/2023,15:30:00,GRAVE,CHOQUE LATERAL,0,1
10/4/2023,14:10:00,GRAVE,CHOQUE LATERAL,0,1
11/4/2023,09:30:00,GRAVE,COLISIÓN,0,1
11/4/2023,09:06:00,LEVE,ESTRELLAMIENTO,0,0
11/4/2023,15:41:00,GRAVE,PERDIDA DE CARRIL,0,1
13/4/2023,14:30:00,LEVE,ROZAMIENTO,0,0
13/4/2023,17:20:00,GRAVE,ATROPELLO,0,1
13/4/2023,17:57:00,LEVE,COLISIÓN,0,0
14/4/2023,03:55:00,GRAVE,PERDIDA DE CARRIL,0,2
14/4/2023,19:45:00,GRAVE,PERDIDA DE CARRIL,0,2
15/4/2023,13:15:00,GRAVE,CHOQUE LATERAL,0,2
16/4/2023,04:53:00,LEVE,PERDIDA DE CARRIL,0,0
18/4/2023,04:40:00,GRAVE,CHOQUE FRONTAL,0,7
19/4/2023,19:11:00,GRAVE,CHOQUE POR ALC,0,1
20/4/2023,10:10:00,GRAVE,CHOQUE LATERAL,0,2
20/4/2023,07:30:00,LEVE,PERDIDA DE CARRIL,0,0
20/4/2023,15:43:00,GRAVE,ESTRELLAMIENTO,0,1
20/4/2023,19:30:00,GRAVE,PERDIDA DE CARRIL,0,1
21/4/2023,21:10:00,LEVE,ESTRELLAMIENTO,0,0
22/4/2023,16:10:00,GRAVE,COLISIÓN,0,4
22/4/2023,19:30:00,LEVE,ESTRELLAMIENTO,0,0
22/4/2023,19:40:00,LEVE,COLISIÓN,0,0
22/4/2023,23:30:00,GRAVE,COLISIÓN,0,2
23/4/2023,23:50:00,LEVE,PERDIDA DE CARRIL,0,0
24/4/2023,05:30:00,GRAVE,ROZAMIENTO,0,1
26/4/2023,10:07:00,GRAVE,CHOQUE LATERAL,0,2
28/4/2023,22:30:00,LEVE,CHOQUE LATERAL,0,0
28/4/2023,23:19:00,GRAVE,CHOQUE POR ALC,0,1
30/4/2023,12:52:00,GRAVE,CHOQUE FRONTAL,0,8
2/5/2023,00:10:00,LEVE,ATROPELLO,0,0
2/5/2023,18:55:00,GRAVE,ROZAMIENTO,0,2
3/5/2023,16:17:00,GRAVE,CHOQUE LATERAL,0,2
12/5/2023,20:10:00,LEVE,ESTRELLAMIENTO,0,0
14/5/2023,04:33:00,GRAVE,ATROPELLO,0,1
14/5/2023,03:00:00,GRAVE,ATROPELLO,0,1
14/5/2023,19:00:00,LEVE,ATIPICO,0,0
14/5/2023,21:10:00,LEVE,ROZAMIENTO,0,0
14/5/2023,19:30:00,FATAL,PERDIDA DE CARRIL,1,4
15/5/2023,13:25:00,GRAVE,CHOQUE POR ALC,0,1
15/5/2023,16:40:00,GRAVE,CHOQUE POR ALC,0,2
16/5/2023,18:51:00,GRAVE,CHOQUE POR ALC,0,1
16/5/2023,08:04:00,LEVE,PERDIDA DE CARRIL,0,0
17/5/2023,22:00:00,GRAVE,PERDIDA DE CARRIL,0,1
17/5/2023,08:00:00,GRAVE,CHOQUE LATERAL,0,1
17/5/2023,07:00:00,GRAVE,CHOQUE LATERAL,0,2
19/5/2023,19:40:00,GRAVE,PERDIDA DE CARRIL,0,2
20/5/2023,03:40:00,LEVE,PERDIDA DE CARRIL,0,0
20/5/2023,19:03:00,GRAVE,PERDIDA DE CARRIL,0,2
20/5/2023,13:45:00,GRAVE,CHOQUE LATERAL,0,5
20/5/2023,21:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
21/5/2023,18:45:00,GRAVE,CAÍDA DE PASAJERO,0,1
21/5/2023,19:00:00,GRAVE,ROZAMIENTO,0,1
22/5/2023,11:35:00,GRAVE,CHOQUE LATERAL,0,1
22/5/2023,17:20:00,GRAVE,CHOQUE LATERAL,0,1
22/5/2023,16:30:00,GRAVE,CHOQUE FRONTAL,0,1
22/5/2023,15:22:00,GRAVE,PERDIDA DE CARRIL,0,1
23/5/2023,23:45:00,GRAVE,PERDIDA DE CARRIL,0,1
25/5/2023,02:25:00,LEVE,PERDIDA DE CARRIL,0,0
25/5/2023,07:35:00,GRAVE,CHOQUE LATERAL,0,3
25/5/2023,17:50:00,LEVE,CHOQUE LATERAL,0,0
27/5/2023,16:25:00,LEVE,CHOQUE LATERAL,0,0
27/5/2023,22:00:00,GRAVE,CHOQUE POR ALC,0,2
27/5/2023,23:30:00,GRAVE,CAÍDA DE PASAJERO,0,2
28/5/2023,20:21:00,GRAVE,CHOQUE FRONTAL,0,2
28/5/2023,18:46:00,GRAVE,ESTRELLAMIENTO,0,1
29/5/2023,09:00:00,GRAVE,PERDIDA DE CARRIL,0,1
30/5/2023,16:55:00,LEVE,PERDIDA DE CARRIL,0,0
1/6/2023,06:54:00,GRAVE,PERDIDA DE CARRIL,0,1
2/6/2023,15:10:00,GRAVE,CHOQUE POR ALC,0,1
2/6/2023,16:00:00,LEVE,CHOQUE LATERAL,0,0
2/6/2023,19:05:00,GRAVE,PERDIDA DE CARRIL,0,2
3/6/2023,05:30:00,LEVE,PERDIDA DE CARRIL,0,0
3/6/2023,19:15:00,LEVE,ESTRELLAMIENTO,0,0
3/6/2023,20:18:00,GRAVE,CAÍDA DE PASAJERO,0,3
3/6/2023,20:55:00,LEVE,CHOQUE POR ALC,0,0
5/6/2023,06:55:00,GRAVE,PERDIDA DE CARRIL,0,1
5/6/2023,21:30:00,LEVE,PERDIDA DE CARRIL,0,0
5/6/2023,15:35:00,GRAVE,CHOQUE LATERAL,0,1
7/6/2023,18:56:00,GRAVE,CHOQUE LATERAL,0,1
8/6/2023,18:50:00,LEVE,PERDIDA DE CARRIL,0,0
9/6/2023,09:00:00,LEVE,ROZAMIENTO,0,0
9/6/2023,12:04:00,GRAVE,CHOQUE POR ALC,0,2
10/6/2023,04:04:00,LEVE,PERDIDA DE CARRIL,0,0
10/6/2023,08:22:00,LEVE,PERDIDA DE CARRIL,0,0
10/6/2023,18:27:00,GRAVE,CHOQUE LATERAL,0,1
12/6/2023,06:50:00,GRAVE,PERDIDA DE CARRIL,0,1
12/6/2023,13:00:00,GRAVE,CHOQUE LATERAL,0,1
12/6/2023,16:40:00,GRAVE,PERDIDA DE CARRIL,0,1
13/6/2023,06:00:00,LEVE,CHOQUE FRONTAL,0,0
14/6/2023,14:00:00,GRAVE,PERDIDA DE CARRIL,0,2
14/6/2023,19:10:00,GRAVE,ROZAMIENTO,0,1
17/6/2023,10:00:00,GRAVE,PERDIDA DE CARRIL,0,2
18/6/2023,20:47:00,LEVE,CHOQUE POR ALC,0,0
18/6/2023,18:06:00,GRAVE,CHOQUE LATERAL,0,1
19/6/2023,00:10:00,LEVE,PERDIDA DE CARRIL,0,0
20/6/2023,20:00:00,FATAL,ESTRELLAMIENTO,1,0
21/6/2023,09:40:00,GRAVE,ROZAMIENTO,0,2
21/6/2023,15:15:00,LEVE,ATIPICO,0,0
22/6/2023,19:30:00,GRAVE,CHOQUE LATERAL,0,1
23/6/2023,19:45:00,GRAVE,CHOQUE LATERAL,0,3
23/6/2023,20:30:00,FATAL,CHOQUE POR ALC,1,0
23/6/2023,18:20:00,LEVE,CHOQUE LATERAL,0,0
24/6/2023,16:50:00,FATAL,PERDIDA DE CARRIL,1,0
25/6/2023,19:45:00,GRAVE,CHOQUE LATERAL,0,2
25/6/2023,18:05:00,GRAVE,CAÍDA DE PASAJERO,0,2
26/6/2023,04:25:00,GRAVE,CAÍDA DE PASAJERO,0,1
26/6/2023,10:50:00,GRAVE,CHOQUE LATERAL,0,4
29/6/2023,06:41:00,GRAVE,CHOQUE LATERAL,0,1
29/6/2023,12:15:00,GRAVE,VOLCAMIENTO,0,1
29/6/2023,19:12:00,GRAVE,PERDIDA DE CARRIL,0,2
29/6/2023,23:35:00,LEVE,PERDIDA DE CARRIL,0,0
29/6/2023,12:09:00,LEVE,CHOQUE POR ALC,0,0
30/6/2023,01:30:00,GRAVE,PERDIDA DE CARRIL,0,1
30/6/2023,20:30:00,FATAL,ATROPELLO,1,0
30/6/2023,22:15:00,GRAVE,CHOQUE LATERAL,0,4
30/6/2023,19:00:00,GRAVE,PERDIDA DE CARRIL,0,2
2/7/2023,00:45:00,LEVE,PERDIDA DE CARRIL,0,0
2/7/2023,01:51:00,LEVE,PERDIDA DE CARRIL,0,0
2/7/2023,04:30:00,GRAVE,PERDIDA DE CARRIL,0,1
2/7/2023,18:45:00,LEVE,PERDIDA DE CARRIL,0,0
4/7/2023,13:15:00,GRAVE,CHOQUE POR ALC,0,1
5/7/2023,10:45:00,GRAVE,CHOQUE LATERAL,0,1
5/7/2023,22:00:00,LEVE,PERDIDA DE CARRIL,0,0
6/7/2023,13:00:00,LEVE,ROZAMIENTO,0,0
6/7/2023,19:15:00,GRAVE,PERDIDA DE CARRIL,0,1
6/7/2023,19:10:00,FATAL,ESTRELLAMIENTO,1,1
7/7/2023,11:15:00,GRAVE,CAÍDA DE PASAJERO,0,2
7/7/2023,15:00:00,LEVE,PERDIDA DE CARRIL,0,0
8/7/2023,14:39:00,GRAVE,CHOQUE LATERAL,0,2
8/7/2023,21:10:00,GRAVE,VOLCAMIENTO,0,3
8/7/2023,16:41:00,GRAVE,PERDIDA DE CARRIL,0,1
9/7/2023,05:50:00,GRAVE,CHOQUE FRONTAL,0,2
9/7/2023,03:00:00,GRAVE,CHOQUE FRONTAL,0,3
12/7/2023,16:10:00,GRAVE,PERDIDA DE CARRIL,0,2
14/7/2023,16:30:00,GRAVE,ROZAMIENTO,0,1
15/7/2023,19:00:00,GRAVE,ROZAMIENTO,0,1
